external_id,eng_name,name_ko,short_name_ko
18866,C. Mepham,크리스토퍼 제임스 멥햄,멥햄
20109,C. Nelson,커티스 알렉산더 넬슨,넬슨
557442,C. O'Neill,씨 오닐,오닐
377796,C. O&apos;Brien,코너 오브라이언,오브라이언
291019,C. O&apos;Connell,찰리 오코넬,오코넬
20138,C. Ogilvie,코너 오길비,오길비
17805,C. Pring,캐머런 루이스 모이어-프링,프링
18386,C. Reynolds,캘럼 레이놀즈,레이놀즈
108046,C. Scott,세드윈 스콧,스콧
17577,C. Senior,코트니 피츠로이 세니어,세니어
44875,C. Shaughnessy,코너 글린 쇼니시,쇼니시
70908,C. Stockton,콜 존 스톡턴,스톡턴
272558,C. Sykes,케인 사이크스,사이크스
344878,C. Tripp,캘럼 트립,트립
17926,C. Whelan,캘럼 타일러 휠란,휠란
20286,Cameron Akash James Gregory,캐머런 아카쉬 제임스 그레고리,그레고리
304318,Cameron Bragg,캐머런 브래그,브래그
187214,Carlos Vicente,카를로스 비센테 로블레스,로블레스
614716,Charles Price,찰스 프라이스,프라이스
593011,Conor Haughey,코너 하우히,하우히
126789,D. Ajiboye,데이비드 이부쿤 아지보예,아지보예
1186,D. Akintola,바바지데 데이비드 아킨톨라,아킨톨라
303460,D. Ballard,도미닉 발라드,발라드
18606,D. Bernard,도미닉 아치 버나드,버나드
127409,D. Carson,데이비드 카슨,카슨
156817,D. Creaney,다니엘 제임스 크리니,크리니
293314,D. De Silva,딜론 세난 데 실바,데 실바
201709,D. Dike,다릴 에닌나야 다이크,다이크
231068,D. Dodds,다니엘 도즈,도즈
114844,D. Ferguson,데이비드 리 퍼거슨,퍼거슨
19577,D. Furlong,다넬 앤서니 퍼롱,퍼롱
459175,D. Gonzalez-Birchall,다니 곤잘레스-버첼,버첼
282124,D. Gyabi,다코 갸비,갸비
18068,D. Happe,다니엘 키스 합프,합프
545974,D. Iddrisa,디 이드리사,이드리사
18955,D. Ings,다니엘 윌리엄 존 잉스,잉스
119957,D. Longe-King,데이비드 에니탄 다밀로라 롱킹,롱킹
199852,D. Martin,다니엘 존 마틴,마틴
19108,D. McGoldrick,데이비드 제임스 맥골드릭,맥골드릭
19641,D. McNamara,댄니 존 맥나마라,맥나마라
155212,D. Morse,딜런 모스,모스
626591,D. Moses,디 모세스,모세스
17647,D. Newton,다니엘 제임스 뉴턴,뉴턴
430352,D. Ogbonna,데이비드 옥본나,옥본나
411808,D. Richards,두후안 오딜 리처즈,리처즈
315769,D. Robinson,다렌 로버트 러셀 로빈슨,러셀
278113,D. Robson,데이비드 레슬리 롭슨,롭슨
482048,D. Singh-Hurditt,다메라이 싱 허디트,허디트
17410,D. Telford,도미닉 데이비드 텔포드,텔포드
283222,D. Waldron,댄니 월드런,월드런
18146,D. Ward,다니엘 워드,워드
167147,D. Ward,다니엘 존 워드,워드
167396,D. Williams,딜런 윌리엄스,윌리엄스
154807,Daniel Chesters,다니엘 체스터스,체스터스
126530,Daniel Peretz,다니엘 페레츠,페레츠
356382,David Aziaya,데이비드 아지아야,아지아야
304288,Declan Frith,덱란 프리스,프리스
297635,Devan Austin Tanton Pedraza,데반 오스틴 탄톤 페드라자,페드라자
283265,E. Baggott,엘칸 윌리엄 티오 바고트,바고트
632812,E. Boateng,이 보텡,보텡
18535,E. Bonds,엘리엇 마이클 본즈,본즈
153422,E. Brierley,이단 크레이그 브라일리,브라일리
201052,E. Jones,이단 존스,존스
18517,E. Justham,엘리엇 저스햄,저스햄
53314,E. Lewis,엠린 존스 루이스,루이스
18404,E. Mason-Clark,에프론 자델 메이슨-클라크,메이슨-클라크
346986,E. Pruti,에돈 프루티,프루티
138901,E. Thorpe,엘리엇 모건 소프,소프
280672,E. Turns,에드워드 제임스 턴스,턴스
200234,E. Weir,에반 웨어,웨어
350693,Eduino Vaz,에두이노 바즈,바즈
20181,Érico Sousa,에리코 소우사,소우사
284307,Ethan Ennis,이선 에니스,에니스
231039,F. Azaz,핀 아자즈,아자즈
1648,F. Borini,파비오 보리니,보리니
553701,F. Geragusian,게라구시안,게라구시안
82611,F. Horsfall,프레이저 매튜 호스폴,호스폴
18580,F. Ilesanmi,올루와페미 아바요미 알라바 일레산미,일레산미
538399,F. John,에프 존,존
11245,F. Krastev,필리프 크라스테프,크라스테프
162236,F. Mendy,포르모즈 멘디,멘디
82466,F. Mulhern,프랭크 멀허른,멀허른
17584,F. Nouble,프랭크 허먼 누블,누블
373668,F. Pagel,피아크라 파겔,파겔
568008,F. Samba,에프 삼바,삼바
19748,F. Sears,프레드릭 데이비드 시어스,시어스
322884,F. Terry,프랭키 테리,테리
340136,F. Umeh,프랑코 우메-치부에제,우메
379610,Fábio Jaló,파비오 루벤 소아레스 할로,할로
444288,Fletcher Hubbard,플레처 허버드,허버드
179996,Fran Vieites,프란시스코 바르보사 비에이테스,비에이테스
19403,Fraser Thomas Preston,프레이저 토마스 프레스턴,프레스턴
308299,G. Breeze,가브리엘 브리즈,브리즈
196854,G. Broadbent,조지 브로드벤트,브로드벤트
118769,G. Dean,가레스 딘,딘
20470,G. Hornshaw,조지 매튜 호른쇼,호른쇼
69249,G. Kelly,조지 마틴 켈리,켈리
301867,G. Langston,조지 제임스 바르보사 랭스턴,랭스턴
38690,G. Leigh,그레고리 알렉스 리,리
373858,G. Robesten,조지 로베스텐,로베스텐
616757,G. Vorster,지 보스터,보스터
19742,G. Ward,그랜트 워드,워드
284328,George Christopher John Pratt,조지 크리스토퍼 존 프랫,프랫
292111,Georgie Gent,조지 젠트,젠트
284429,Goran Babic,고란 바비치,바비치
19267,H. Adelakun,하킵 아데올라 제롬 아비올라 아인데 아델라쿤,아델라쿤
284247,H. Blair,하비 블레어,블레어
171029,H. Bunker,하비 제임스 벙커,벙커
19961,H. Burrows,해리슨 버로우스,버로우스
18439,H. Hollis,헤이든 조셉 홀리스,홀리스
284191,H. Leonard,해리 폴 레오나드,레오나드
18934,H. Lewis,해리 루이스,루이스
295661,H. Macadam,하비 맥아담,맥아담
19869,H. Mnoga,하지 수레이만 하지 알리 무노가,무노가
264325,H. Muller,헤이든 카이 뮐러,뮐러
380680,H. Mustapha,힌돌로 토마스 이. 무스타파,무스타파
44946,H. Odoffin,하킴 아데몰라 오도핀,오도핀
568933,H. Parker,에이치 파커,파커
282134,H. Sayer,하비 스테판 세이어,세이어
568950,Harrison Bettoni,해리슨 베토니,베토니
615692,Harvey Walker,하비 워커,워커
494012,Hayden Atkinson,헤이든 애킨슨,애킨슨
19723,I. El Mizouni,이드리스 엘 미주니,엘 미주니
18899,I. Hayden,아이작 하이든,하이든
197764,I. Jones,아이저 벤자민 몬텔 존스,존스
293643,I. Osman,이브라힘 오스만,오스만
296664,Isaac Heath,아이작 히스,히스
470046,Isaac Moore,아이작 무어,무어
407033,Ismeal Kabia,이스마엘 카비아,카비아
161590,Iván Azón,이반 아손 몬손,아손
400938,Iwan Morgan,이완 모건,모건
320335,J. Abankwah,제임스 브라이트 아두세이 아반쿠아,아반쿠아
45279,J. Aitchison,잭 에이치슨,에이치슨
432404,J. Ajala,조슈아 아자라,아자라
17382,J. Akinde,존 조브 아요 아킨디,아킨디
328126,J. Amissah,조단 야모아 아미사,아미사
538468,J. Balagizi,제이 발라지지,발라지지
87869,J. Beesley,제이크 엘리엇 비즐리,비즐리
538420,J. Benton,제이 벤튼,벤튼
190505,J. Berry-McNally,제임스 베리 맥날리,맥날리
83029,J. Bowler,조슈아 루크 보울러,보울러
19719,J. Bree,제임스 패트릭 브리,브리
585152,J. Bryant,제이 브라이언트,브라이언트
87878,J. Bursik,요제프 존 버식,버식
20496,J. Butterfield,제이콥 버터필드,버터필드
538423,J. Buyabu,제이 바이아부,바이아부
15797,J. Cajuste,옌스 리스 미셸 카유스테,카유스테
326767,J. Carragher,제임스 리 카라거,카라거
118669,J. Cawley,잭 칼리,칼리
494234,J. Clarke,자벨 클라크,클라크
379045,J. Clarke,제이든 클라크,클라크
19585,J. Cousins,조던 폴 커진스,커진스
82533,J. Cullinane-Liburd,조던 토마스 컬리넨 리버드,컬리넨 리버드
82948,J. Davies,조던 앤드류 데이비스,데이비스
123562,J. Donawa,저스틴 도나와,도나와
17951,J. Doyle-Hayes,제이크 빌리 도일 헤이즈,도일 헤이즈
574772,J. Drakes-Thomas,제이 드레이크스 토마스,드레이크스
19886,J. Dunne,제임스 제라드 던,던
19984,J. Eccles,조슈아 엘리엇 에클스,에클스
491621,J. Eccleston,주니어 에클스턴,에클스턴
338910,J. Ellis,잭 엘리스,엘리스
434183,J. Evans,제이크 에반스,에반스
389579,J. Eyestone,줄리언 아이스톤,아이스톤
20424,J. Fitzwater,잭슨 조셉 피츠워터,피츠워터
19102,J. Fleck,존 알렉산더 플렉,플렉
18626,J. Goddard,존 로버트 고다드,고다드
17839,J. Grayson,조셉 니콜라스 그레이슨,그레이슨
81743,J. Greenidge,조던 닐 그리니지,그리니지
344858,J. Griffin,제이크 그리핀,그리핀
153402,J. Harris,제이든 존-로이드 해리스,해리스
295750,J. Hazlehurst,잭 해즐허스트,해즐허스트
19785,J. Helliwell,조던 루이스 헬리웰,헬리웰
538397,J. Home,제이 홈,홈
19261,J. Hunt,잭 폴 헌트,헌트
20076,J. Husband,제임스 앤드류 허즈번드,허즈번드
328074,J. James,조던 앤서니 제임스,제임스
632813,J. Kay,제이 케이,케이
118532,J. King,제프 프란시스 킹,킹
18080,J. Koroma,조슈아 아브다라이 코로마,코로마
145538,J. Latibeaudiere,조엘 오웬 라티보디에르,라티보디에르
401240,J. Loughran,잭 로프란,로프란
276991,J. Luamba,주니어 루암바,루암바
88450,J. Lundstram,조슈아 룬스트럼,룬스트럼
152696,J. Matete,제이 마테트,마테트
20163,J. Maxted,조나단 맥스티드,맥스티드
283563,J. McKiernan,존 조슈아 맥키어난,맥키어난
19880,J. McLaughlin,조나단 피터 맥로플린,맥로플린
280972,J. Mcloughlin,잭 맥러플린,맥러플린
45209,J. McMillan,잭 맥밀런,맥밀런
17427,J. Moore-Taylor,조던 앨런 무어-테일러,무어-테일러
330982,J. Morgan,지미 제이 모건,모건
167660,J. Morris,제임스 윌리엄 모리스,모리스
579298,J. Myers,제이 마이어스,마이어스
180563,J. Newton,조셉 닐 뉴튼,뉴튼
322305,J. O&apos;Brien-Whitmarsh,조셉 오브라이언-위트마쉬,위트마쉬
84088,J. Panzo,조나단 윌리엄 판조,판조
18261,J. Payne,잭 스테판 페인,페인
56374,J. Pétris,제레미 페트리스,페트리스
138931,J. Philogene,제이든 필로제네-비데이스,필로제네
538461,J. Pinnington,제이 핀잉턴,핀잉턴
20011,J. Ponticelli,조던 폰티첼리,폰티첼리
118470,J. Pope,제이슨 워렌 포프,포프
51317,J. Price,잭 알렉산더 프라이스,프라이스
18853,J. Riedewald,야이로 리데발트,리데발트
19169,J. Rodríguez,제이 엔리크 로드리게스,로드리게스
20119,J. Ruffels,조슈아 앤드류 버나드 러펠스,러펠스
448500,J. Sheik,재스퍼 쉬크,쉬크
127155,J. Sims,잭 심스,심스
118600,J. Singh,자스비르 싱,싱
280689,J. Smith,잭슨 스미스,스미스
306727,J. Solis,존 엘머 솔리스 로메로,솔리스
294639,J. Sraha,제이슨 로버트 스라하 스라하,스라하
19769,J. Stacey,잭 윌리엄 스테이시,스테이시
577002,J. Stephenson,제이 스테프슨,스테프슨
82100,J. Sterry,제이미 마이클 스테리,스테리
400702,J. Taylor,잭 테일러,테일러
17613,J. Taylor,제이크 테일러,테일러
20061,J. Thompson,조던 앤드류 톰슨,톰슨
557452,J. Thompson,제이 톰슨,톰슨
278092,J. Tomkinson,조나단 톰킨슨,톰킨슨
345776,J. Uchegbulam,제수런 우체그불람,우체그불람
179633,J. Vennings,제임스 프레드릭 베닝스,베닝스
18943,J. Vestergaard,야니크 베스테르고르,베스테르고르
130420,J. Vokins,제이크 보킨스,보킨스
127206,J. Walsh,조셉 앤서니 월쉬,월쉬
18847,J. Ward,조엘 워드,워드
191981,J. Wareham,제이든 다렌 조지 웨어햄,웨어햄
48033,J. Widell Zetterström,야콥 미카엘 비델 젯터스트롬,젯터스트롬
328714,J. Williams,조슈아 아론 윌리엄스,윌리엄스
19791,J. Williams,조던 윌리엄스,윌리엄스
568943,Jack Burke,잭 버크,버크
284513,Jacob Borgnis,제이콥 보그니스,보그니스
615663,Jacob Cane,제이콥 케인,케인
418403,Jaden Dixon,제이든 딕슨,딕슨
615664,Jake Hicks,제이크 힉스,힉스
615661,Jakob Glover,야콥 글로버,글로버
568979,Jamal Williamson,자말 윌리엄슨,윌리엄슨
615686,Jayden Dennison,제이든 덴니슨,덴니슨
34708,Jeon Jin-Woo,진우 전,전
415075,João Henrique,조아우 엔리케 멘데스 다 실바,멘데스
82706,Jonathon Margetts,조너선 마겟츠,마겟츠
44788,Jordan Jones,조던 루이스 존스,존스
284444,Junior Robinson,주니어 로빈슨,로빈슨
358719,K. Adamson,키리 애덤슨,애덤슨
399568,K. Adom,케인 아돔,아돔
129915,K. Berkoe,케빈 나나 야우 버코,버코
19826,K. Bielik,크리스티안 비엘리크,비엘리크
276604,K. Crichlow,케인 크리클로우,크리클로우
67959,K. Dembélé,카라모코 뎀벨레,뎀벨레
107782,K. Digie,케네디 디지,디지
275575,K. Evans,키런 토마스 에반스,에반스
557468,K. Gray,케이 그레이,그레이
277432,K. Hurst,카일 허스트,허스트
45013,K. McAllister,카일 맥알리스터,맥알리스터
269469,K. Morrison,카일 모리슨,모리슨
19559,K. Naismith,칼럼 라클란 알렉산더 네이스미스,네이스미스
557586,K. Pennant,케이 페넌트,페넌트
18512,K. Richardson,켄턴 테리 리처드슨,리처드슨
169201,K. Ronan,키안 조 로난,로난
19140,K. Roofe,케마르 루피,루피
33838,K. Saito,사이토 고키,고키
553061,K. Thompson-Sommers,케이 톰슨-솜머스,솜머스
50738,K. Wagner,카이 하를리 바그너,바그너
436976,Kai Jennings,카이 제닝스,제닝스
440035,Kayden Hughes,케이덴 휴즈,휴즈
396628,Kieran Morgan,키런 모건,모건
444921,Kiki Oshilaja,키키 오실라자,오실라자
438097,Kwaku Poku Agyeman Donkor,콰쿠 포쿠 아게만 돈코르,돈코르
20035,L. Akins,루카스-조던 제레마이아 에이킨스,에이킨스
20188,L. Armstrong,루크 토마스 암스트롱,암스트롱
180473,L. Britton,루이 시드니 브리튼,브리튼
20458,L. Butroid,루이스 말콤 부트로이드,부트로이드
312902,L. Cissé,모하메드 라민 시세,시세
18353,L. Coulson,루크 콜슨,콜슨
20073,L. Coyle,루이 코일,코일
17571,L. Dunne,루이스 앤서니 던,던
167198,L. Fairlamb,루크 페어램,페어램
130865,L. Fernandez,루이스 페르난데스,페르난데스
20389,L. Jones,로이드 존스,존스
298130,L. Macari,루이스 존 맥칸,맥칸
383773,L. Mahovo,루시앙 마호보,마호보
45259,L. McCann,루이스 맥캔,맥캔
568978,L. McDougald,엘 맥도갈드,맥도갈드
69363,L. McNicholas,루크 맥니콜라스,맥니콜라스
538503,L. Mendy,엘 멘디,멘디
44798,L. Millar,리엄 밀라,밀라
320836,L. Ness,루카스 네스,네스
17583,L. Norris,루크 마이클 노리스 '해커',노리스
2031,L. Salvesen,라스-요르겐 살베센,살베센
154803,L. Simper,루이스 심퍼,심퍼
179765,L. Spokes,루크 스포크스,스포크스
19842,L. Taylor,라일 제임스 알프레드 테일러,테일러
19596,L. Walker,루이스 워커,워커
311096,L. Woolston,루크 제임스 울스턴,울스턴
137299,Lewis Mark Richardson,루이스 마크 리처드슨,리처드슨
513316,Luka Bentt,루카 벤투,벤투
445925,Luke Faxon,루크 팩슨,팩슨
615690,Luke Holness,루크 홀네스,홀네스
429613,M. Baradji,무사 바라지,바라지
18085,M. Bonne,마컬리 마일스 본,본
18871,M. Butcher,매튜 데이비드 버처,버처
155408,M. Curley,맷 컬리,컬리
326107,M. Dabre,모하마드 다브레,다브레
18483,M. Duku,이만율손 과드우 오포쿠 두쿠,두쿠
180455,M. Garbett,매튜 지미 데이비드 가르벳,가르벳
20100,M. Harris,맥스 제임스 해리스,해리스
498374,M. Heys,마셜 헤이스,헤이스
19103,M. Johnson,마빈 니콜라스 존슨,존슨
380697,M. Kacurri,말디니 카추리,카추리
401278,M. Kanté,모하마두 칸테,칸테
328997,M. Kirk,마켄지 커크,커크
472252,M. Koné,모하메드 아브둘 카데르 코네,코네
118774,M. Lowe,맷 로,로
557511,M. Mazwi,엠 맛즈위,맛즈위
275570,M. Miranda,말리 마샬 미란다,미란다
19521,M. Morrison,마이클 모리슨,모리슨
20046,M. Nottingham,마이클 제르메인 낫팅엄,낫팅엄
19258,M. O’Leary,맥스 에드워드 올리리,올리리
294948,M. Okafor,미라클 오카포,오카포
284474,M. Olakigbe,마이클 올루와코레데 올라키그베,올라키그베
538390,M. Omrore,엠 옴로레,옴로레
19273,M. Pack,말론 팩,팩
17832,M. Pollock,매튜 윌리엄 폴락,폴락
19523,M. Roberts,마크 로버츠,로버츠
17786,M. Roberts,모건 엘리엇 로버츠,로버츠
15717,M. Ross,마티아스 옌센,옌센
154845,M. Rush,매튜 토마스 러쉬,러쉬
44864,M. Smith,마이클 스미스,스미스
638879,M. Thelwell,엠 텔웰,텔웰
198352,M. Touré,모하메드 투레,투레
137977,M. Traoré,마이 트라오레,트라오레
588468,Malik Olayiwola,말릭 올라이월라,올라이월라
557501,N. Dlamini,엔 딜라미니,딜라미니
207200,N. Eile,노아 요한네스 에일,에일
18188,N. Haughton,니콜라스 조지 호튼,호튼
538376,N. Kengni,엔 켕니,켕니
15801,N. Madsen,니콜라스 마틴 하우토르프 마드센,마드센
18785,N. Mendy,남팔리스 멘디,멘디
405905,N. Opoku,나타니엘 오포쿠 오니나,오포쿠
546536,N. Oyekunle,엔 오예쿤레,오예쿤레
18948,N. Redmond,네이선 레드먼드,레드먼드
280758,N. Siri,니콜라스 헤른난 시리 카뇨,시리
82024,N. Townsend,니콜라스 피터 타운젠드,타운젠드
169224,N. Tsaroulla,니콜라스 앤드류 차룰라,차룰라
19597,N. Wells,나키 웰스,웰스
342660,O. Arblaster,올리버 루크 아블라스터,아블라스터
20367,O. Ashley,오사마 애슐리,애슐리
20288,O. Beckles,오마르 제롬 베클스,베클스
180298,O. Fraulo,오스카 루이지 프라울로,프라울로
19074,O. Hernández,오넬 라자로 에르난데스 마예아,에르난데스
349383,O. Irow,올리버 이로우,이로우
538378,O. Lynch,오 린치,린치
399906,O. Maamma,오토만 마마,마마
98067,O. Moxon,오웬 목슨,목슨
37383,O. Romeny,올레 로메니,로메니
624708,O. Shield,오 실드,실드
494237,O. Sykes,올리 시크스,시크스
284381,Oliver Bainbridge,올리버 베인브리지,베인브리지
413499,Oliver Bostock,올리버 보스톡,보스톡
498728,Oluchukwu Nwankwo,올루추쿠 뉴앙크우,뉴앙크우
18949,Oriol Romeu,오리올 로메우,로메우
407652,P. Agyemang,패트릭 아게만,아게만
19134,P. Bamford,패트릭 뱀퍼드,뱀퍼드
167071,P. Blackett,폴 블래켓,블래켓
437558,P. Chinedu,필립 치네두,치네두
18499,P. Kioso,피터 키오소,키오소
538535,P. Leech,피 르치,르치
162075,P. Maghoma,에드몬-파리스 마고마,마고마
15936,P. Mattsson,펠레 엘케르 마츠손,마츠손
19242,P. McNair,패트릭 제임스 콜먼 맥네어,맥네어
603520,P. Ojemen,피 오제멘,오제멘
20192,P. Smyth,폴 패트릭 스미스,스미스
283287,Paul Nana Akwashi Appiah,폴 나나 아크와시 아피아,아피아
358666,R. Akachukwu,로미오 아카추쿠,아카추쿠
18648,R. Atkinson,로버트 필립 앳킨슨,앳킨슨
18352,R. Brindley,리처드 마이클 브린들리,브린들리
82228,R. Calder,리카르도 아모스 칼더,칼더
288125,R. Clayton,리건 클레이튼,클레이튼
17985,R. Cole,리스 조지 콜,콜
94676,R. Greenidge,라이스 제임스 그리니지,그리니지
20291,R. Haynes,라이언 매튜 헤인즈,헤인즈
20161,R. Holmes,리키 리 홈즈,홈즈
45027,R. Inniss,라이언 스튜어트 클레이튼 이니스,이니스
453043,R. Kone,리차드 코네,코네
538383,R. Linney,알 린니,린니
557419,R. Otegbayo,알 오테바요,오테바요
19958,R. Tafazolli,라이언 시러스 타파졸리,타파졸리
18276,R. Tinkler,로비 틴클러,틴클러
284361,R. Vítek,라덱 비텍,비텍
18771,Ricardo Pereira,히카르두 도밍구스 바르보자 페레이라,페레이라
361504,Ruben Curly,루벤 컬리,컬리
286777,Ruben Okemute Shakpoke,루벤 오케무테 샤크포케,샤크포케
167123,S. Avery,샘 에이브리,에이브리
107087,S. Banks,스콧 브라이언 뱅크스,뱅크스
327749,S. Boniface,솜토 츄크우 보니파스,보니파스
289624,S. Braybrooke,사무엘 찰스 브레이브룩,브레이브룩
118773,S. Byrne,셰인 윌리엄 번,번
167165,S. Carey,손니 잭 캐리,캐리
44868,S. Clare,션 제임스 크우쿠 클레어,클레어
18863,S. Cook,스티브 쿡,쿡
278085,S. Edozie,사무엘 이케추쿠 에도지에,에도지에
342654,S. Egeli,신드레 발레 에겔리,에겔리
19156,S. Field,사무엘 에드워드 필드,필드
272555,S. Folarin,사무엘 올라티밀친 아데토쿤보 폴라,폴라
18954,S. Gallagher,사무엘 제임스 갤러거,갤러거
161884,S. Hansen,손테 한센,한센
30809,S. Ingelsson,스반테 울프 잉겔 잉겔손,잉겔손
538392,S. Kamara,에스 카마라,카마라
265444,S. Langås,손드레 클링엔 랑오스,랑오스
284391,S. Murray,샘 머레이,머레이
780,S. Nzonzi,스티븐 은존지,은존지
449047,S. Obieri,소푸루추쿠 오비에리,오비에리
17785,S. Pollock,스콧 알렉산더 글래드만 폴럭,폴럭
378951,S. Remy,실로 레미,레미
138237,S. Robertson,스콧 로버트슨,로버트슨
557450,S. Sillah Dibaga,에스 실라 디바가,디바가
126872,S. Silvera,사무엘 마일스 실베라,실베라
494235,S. Tuntulwana,시사 툰툴와나,툰툴와나
129725,S. Wearne,스티븐 크리스토퍼 웨언,웨언
20318,S. Whalley,숀 제임스 웰리,웰리
17998,S. Wilson,스콧 크리스틴 스콧-윌슨,스콧-윌슨
19558,Sam Morsy,샘 모시,모시
118359,Scott Myles Edward Davies,스콧 마일스 에드워드 데이비스,데이비스
400693,Sean Etaluku,션 에탈루쿠,에탈루쿠
279049,Sean McGurk,션 맥거크,맥거크
382354,Sebastian  Naylor,세바스찬 네일러,네일러
231089,Stefan Mols,스테판 모스,모스
477992,T. Akindileni,티모시 아킨딜레니,아킨딜레니
19351,T. Archibald,테오도어 발렌타인 아키볼드,아키볼드
579354,T. Babalola,테이 빠발로라,빠발로라
282727,T. Brooks,티어난 브룩스,브룩스
906,T. Chong,타히트 총,총
347928,T. Clark,테일러 클락,클락
18762,T. Davies,토마스 데이비스,데이비스
135523,T. Dixon-Hodge,토미 딕슨-호지,딕슨-호지
