external_id,eng_name,country,method,matched_name,name_ko,short_name_ko
7215,Bideford,England,phonetic-fallback-openai,,바이드포드,바이드포드
7618,Biggleswade,England,phonetic-fallback-openai,,빅글스웨이드,빅글스웨이드
7700,Biggleswade Town,England,phonetic-fallback-openai,,빅글스웨이드 타운,빅글스웨이드
8705,Biggleswade United,England,phonetic-fallback-openai,,빅글스웨이드 유나이티드,빅글스웨이드
4678,Billericay Town,England,wikidata-ko-label,Billericay Town F.C.,빌러리카이 타운 FC,빌러리카이 타운 FC
8707,Binfield,England,phonetic-fallback-openai,,빈필드,빈필드
12126,Birtley Town,England,phonetic-fallback-openai,,버틀리 타운,버틀리
8708,Bishop Auckland,England,phonetic-fallback-openai,,비숍 오클랜드,비숍 오클랜드
8709,Bishop's Cleeve,England,phonetic-fallback-openai,,비숍스 클리브,비숍스 클리브
7701,Bishop's Stortford,England,phonetic-fallback-openai,,비숍스 스토트포드,비숍스
12088,Blackstones,England,phonetic-fallback-openai,,블랙스톤즈,블랙스톤즈
8650,Blyth Spartans,England,phonetic-fallback-openai,,블라이스 스파르탄스,블라이스
24334,Blyth Town,England,phonetic-fallback-openai,,블라이스 타운,블라이스
7703,Bognor Regis Town,England,phonetic-fallback-openai,,보그너 리지스 타운,보그너 리지스
8711,Boldmere St. Michaels,England,phonetic-fallback-openai,,볼드미어 세인트 마이클스,볼드미어
8712,Bootle,England,phonetic-fallback-openai,,부틀,부틀
1830,Boreham Wood,England,wikidata-ko-label,Boreham Wood F.C.,보어험 우드 FC,보어험 우드 FC
21702,Boro Rangers,England,phonetic-fallback-openai,,보로 레인저스,보로
24355,Boston Town,England,phonetic-fallback-openai,,보스턴 타운,보스턴
8146,Boston United,England,wikidata-ko-label,Boston United F.C.,보스턴 유나이티드 FC,보스턴 유나이티드 FC
8713,Bottesford Town,England,phonetic-fallback-openai,,보테스포드 타운,보테스포드
24335,Bourne Town,England,phonetic-fallback-openai,,본 타운,본
8714,Bournemouth FC,England,phonetic-fallback-openai,,보른머스 FC,보른머스
7764,Bowers & Pitsea,England,phonetic-fallback-openai,,보워스 & 피트시아,보워스 & 피트시아
4701,Brackley Town,England,phonetic-fallback-openai,,브래클리 타운,브래클리
7619,Bracknell Town,England,phonetic-fallback-openai,,브래큰 타운,브래큰
8651,Bradford (Park Avenue),England,phonetic-fallback-openai,,브래드포드 (파크 애비뉴),브래드포드
8716,Bradford Town,England,phonetic-fallback-openai,,브래드포드 타운,브래드포드
1831,Braintree,England,phonetic-fallback-openai,,브레인트리,브레인트리
8717,Brantham Athletic,England,phonetic-fallback-openai,,브랜텀 애슬레틱,브랜텀
7216,Brentwood Town,England,phonetic-fallback-openai,,브렌트우드 타운,브렌트우드
8718,Bridgwater Town,England,phonetic-fallback-openai,,브리지워터 타운,브리지워터
8719,Bridlington Town,England,phonetic-fallback-openai,,브리들링턴 타운,브리들링턴
7620,Brighouse Town,England,phonetic-fallback-openai,,브라이하우스 타운,브라이하우스
7704,Brightlingsea Regent,England,phonetic-fallback-openai,,브라이트링시 리젠트,브라이트링시
8723,Brislington,England,phonetic-fallback-openai,,브리즐링턴,BRI
7621,Bristol Manor Farm,England,phonetic-fallback-openai,,브리스톨 매너 팜,브리스톨
24336,British Airways,England,phonetic-fallback-openai,,브리티시 항공,브리티시 항공
16984,Brixham,England,phonetic-fallback-openai,,브릭스햄,브릭스햄
8724,Broadbridge Heath,England,phonetic-fallback-openai,,브로드브리지 히스,브로드브리지
8725,Broadfields United,England,phonetic-fallback-openai,,브로드필즈 유나이티드,브로드필즈
8726,Brockenhurst,England,phonetic-fallback-openai,,브로켄허스트,브로켄허스트
11956,Brocton,England,phonetic-fallback-openai,,브록턴,브록턴
7705,Bromsgrove Sporting,England,phonetic-fallback-openai,,브롬즈그로브 스포팅,브롬즈그로브
19549,Buckhurst Hill,England,phonetic-fallback-openai,,버크허스트 힐,버크허스트
8727,Buckland Athletic,England,phonetic-fallback-openai,,버클랜드 애슬레틱,버클랜드
8728,Bugbrooke St Michaels,England,phonetic-fallback-openai,,버그브룩 세인트 마이클스,버그브룩
7217,Burgess Hill Town,England,phonetic-fallback-openai,,버지스 힐 타운,버지스 힐
8729,Burnham,England,phonetic-fallback-openai,,번햄,BUR
8730,Burscough,England,phonetic-fallback-openai,,버스코우,버스코우
1344,Bury,England,wikidata-ko-label,Bury F.C.,베리 FC,베리 FC
7622,Bury Town,England,phonetic-fallback-openai,,베리 타운,BUR
7706,Buxton,England,phonetic-fallback-openai,,버튼,BUX
8733,Camberley Town,England,phonetic-fallback-openai,,캠버리 타운,캠버리
7218,Cambridge City,England,wikidata-ko-label,Cambridge City F.C.,케임브리지 시티 FC,케임브리지 시티 FC
8734,Campion,England,phonetic-fallback-openai,,캠피언,캠피언
7623,Canvey Island,England,phonetic-fallback-openai,,캔비 아일랜드,CAN
1371,Carlisle,England,phonetic-fallback-openai,,칼라일,CAR
19550,Carlisle City,England,phonetic-fallback-openai,,칼라일 시티,칼라일 시티
7624,Carlton Town,England,phonetic-fallback-openai,,칼튼 타운,칼튼
7707,Carshalton Athletic,England,phonetic-fallback-openai,,칼슬턴 애슬레틱,칼슬턴
11960,Chadderton,England,phonetic-fallback-openai,,차더튼,차더튼
8736,Charnock Richard,England,phonetic-fallback-openai,,차녹 리처드,차녹 리처드
7626,Chasetown,England,phonetic-fallback-openai,,체이스타운,체이스타운
8737,Chatham Town,England,phonetic-fallback-openai,,체텀 타운,CHA
12091,Cheadle Town,England,phonetic-fallback-openai,,체들 타운,체들
4689,Chelmsford City,England,phonetic-fallback-openai,,첼름스퍼드 시티,첼름스퍼드
7627,Chertsey Town,England,phonetic-fallback-openai,,처츠리 타운,처츠리
4702,Chesham United,England,phonetic-fallback-openai,,체셈 유나이티드,체셈
7708,Cheshunt,England,phonetic-fallback-openai,,체선트,체선트
1820,Chester,England,wikidata-ko-label,Chester F.C.,체스터 FC,체스터 FC
7628,Chichester City,England,phonetic-fallback-openai,,치체스터 시티,치체스터
8147,Chippenham Town,England,phonetic-fallback-openai,,칩펜햄 타운,칩펜햄
7219,Chipstead,England,phonetic-fallback-openai,,칩스테드,칩스테드
4679,Chorley,England,phonetic-fallback-openai,,초를리,CHO
8741,Christchurch,England,phonetic-fallback-openai,,크라이스트처치,크라이스트처치
7220,Cinderford Town,England,phonetic-fallback-openai,,신더포드 타운,신더포드
7629,Cirencester Town,England,phonetic-fallback-openai,,시런세스터 타운,시런세스터
7630,City of Liverpool,England,phonetic-fallback-openai,,리버풀 시티,리버풀
26210,Clay Cross,England,phonetic-fallback-openai,,클레이 크로스,클레이 크로스
7631,Cleethorpes Town,England,phonetic-fallback-openai,,클리스토프 타운,클리스토프
8745,Clevedon Town,England,phonetic-fallback-openai,,클리브돈 타운,클리브돈
7632,Clitheroe,England,phonetic-fallback-openai,,클리더로이,클리더로이
8746,Cobham,England,phonetic-fallback-openai,,코브햄,코브햄
8747,Cockfosters,England,phonetic-fallback-openai,,콕포스터스,콕포스터스
7634,Coleshill Town,England,phonetic-fallback-openai,,콜셜 타운,콜셜 타운
8750,Colney Heath,England,phonetic-fallback-openai,,콜니 히스,콜니 히스
8658,Concord Rangers,England,phonetic-fallback-openai,,콩코드 레인저스,콩코드
8751,Congleton Town,England,phonetic-fallback-openai,,콩글턴 타운,콩글턴 타운
8752,Consett,England,phonetic-fallback-openai,,콘셋,콘셋
7221,Corby Town,England,phonetic-fallback-openai,,코비 타운,코비
8753,Corinthian,England,phonetic-fallback-openai,,코린시안,코린시안
7710,Corinthian-Casuals,England,phonetic-fallback-openai,,코린시안-캐주얼스,코린시안-캐주얼스
24337,Cornard United,England,phonetic-fallback-openai,,코낫 유나이티드,코낫 유나이티드
12057,Corsham Town,England,phonetic-fallback-openai,,코셈 타운,코셈 타운
26211,Coton Green,England,phonetic-fallback-openai,,코튼 그린,코튼 그린
8754,Coventry Sphinx,England,phonetic-fallback-openai,,코벤트리 스핑크스,코벤트리 스핑크스
8755,Coventry United,England,phonetic-fallback-openai,,코벤트리 유나이티드,코벤트리 유나이티드
8756,Cowes Sports,England,phonetic-fallback-openai,,카우스 스포츠,카우스 스포츠
8757,Crawley Down Gatwick,England,phonetic-fallback-openai,,크롤리 다운 개트윅,크롤리 다운 개트윅
8758,Crawley Green,England,phonetic-fallback-openai,,크롤리 그린,크롤리 그린
7636,Cray Valley PM,England,phonetic-fallback-openai,,크레이 밸리 PM,크레이
7711,Cray Wanderers,England,phonetic-fallback-openai,,크레이 원더러스,크레이 원더러스
8759,Cribbs,England,phonetic-fallback-openai,,크리브스,크리브스
11968,Crook Town AFC,England,phonetic-fallback-openai,,크룩 타운 AFC,크룩 타운 AFC
8760,Crowborough Athletic,England,phonetic-fallback-openai,,크로우버러 애슬레틱,크로우버러
12059,Croydon Athletic,England,phonetic-fallback-openai,,크로이던 애슬레틱,크로이던
4703,Curzon Ashton,England,phonetic-fallback-openai,,커즌 애슬턴,커즌
1821,Dagenham & Redbridge,England,wikidata-ko-label,Dagenham & Redbridge F.C.,대거넘 앤 레드브리지 FC,대거넘 앤 레드브리지 FC
19551,Darlaston Town,England,phonetic-fallback-openai,,다라스턴 타운,다라스턴 타운
10157,Darlington 1883,England,phonetic-fallback-openai,,달링턴 1883,달링턴 1883
4690,Dartford,England,phonetic-fallback-openai,,다트포드,다트포드
7637,Daventry Town,England,phonetic-fallback-openai,,다브트리 타운,다브트리
8762,Deal Town,England,phonetic-fallback-openai,,딜 타운,딜 타운
8763,Deeping Rangers,England,phonetic-fallback-openai,,딥잉 레인저스,딥잉 레인저스
7638,Dereham Town,England,phonetic-fallback-openai,,데어햄 타운,데어햄 타운
7222,Didcot Town,England,phonetic-fallback-openai,,디드콧 타운,디드콧
7712,Dorchester Town,England,phonetic-fallback-openai,,도체스터 타운,도체스터
8659,Dorking Wanderers,England,phonetic-fallback-openai,,도킹 원더러스,도킹 원더러스
1829,Dover,England,phonetic-fallback-openai,,도버,도버
21703,Downham Town,England,phonetic-fallback-openai,,다운햄 타운,다운햄 타운
12060,Downton,England,phonetic-fallback-openai,,다운턴,다운턴
21513,Droitwich Spa,England,phonetic-fallback-openai,,드로이트위치 스파,드로이트위치 스파
12061,Dudley Town,England,phonetic-fallback-openai,,더들리 타운,더들리 타운
8149,Dulwich Hamlet,England,phonetic-fallback-openai,,덜위치 해밀릿,덜위치 해밀릿
8766,Dunstable Town,England,phonetic-fallback-openai,,던스터블 타운,던스터블
7639,Dunston UTS,England,phonetic-fallback-openai,,던스턴 UTS,던스턴 UTS
24338,Easington Colliery,England,phonetic-fallback-openai,,이징턴 콜리어리,이징턴 콜리어리
8767,Easington Sports,England,phonetic-fallback-openai,,이징턴 스포츠,이징턴 스포츠
12095,East Cowes Victoria,England,phonetic-fallback-openai,,이스트 코우스 빅토리아,이스트 코우스 빅토리아
7224,East Grinstead Town,England,phonetic-fallback-openai,,이스트 그린스테드 타운,이스트 그린스테드
4704,Eastbourne Borough,England,phonetic-fallback-openai,,이스트본 보로,이스트본
8769,Eastbourne Town,England,phonetic-fallback-openai,,이스트본 타운,이스트본 타운
8770,Eastbourne United,England,phonetic-fallback-openai,,이스트본 유나이티드,이스트본 Utd
1822,Eastleigh,England,wikidata-ko-label,Eastleigh F.C.,이스트레이 FC,이스트레이 FC
16985,Eastwood Community,England,phonetic-fallback-openai,,이스트우드 커뮤니티,이스트우드 C
1840,Ebbsfleet United,England,wikidata-ko-label,Ebbsfleet United F.C.,엡스플리트 유나이티드 FC,엡스플리트 유나이티드 FC
8771,Eccleshill United,England,phonetic-fallback-openai,,에클쉬힐 유나이티드,에클쉬힐 Utd
8772,Edgware Town,England,phonetic-fallback-openai,,에지웨어 타운,에지웨어 T
8773,Egham Town,England,phonetic-fallback-openai,,에겐 타운,에겐
8774,Ely City,England,phonetic-fallback-openai,,엘리 시티,엘리 C
8775,Enfield 1893,England,phonetic-fallback-openai,,엔필드 1893,엔필드 1893
7714,Enfield Town,England,phonetic-fallback-openai,,엔필드 타운,엔필드 T
11974,Epsom & Ewell FC,England,phonetic-fallback-openai,,엡솜 & 유얼 FC,엡솜 & 유얼 FC
8776,Erith & Belvedere,England,phonetic-fallback-openai,,에리스 & 벨베데어,에리스 & 벨베데어
8777,Erith Town,England,phonetic-fallback-openai,,에리스 타운,에리스 T
21515,Euxton Villa,England,phonetic-fallback-openai,,육스턴 빌라,육스턴 V
26212,Eversley & Cal,England,phonetic-fallback-openai,,에버슬리 & 칼,에버슬리 & 칼
7640,Evesham United,England,phonetic-fallback-openai,,에브샴 유나이티드,에브샴 Utd
8778,Exmouth,England,phonetic-fallback-openai,,엑스머스,엑스머스
8779,Eynesbury Rovers,England,phonetic-fallback-openai,,에인즈버리 로버스,에인즈버리 R
8780,Fairford Town,England,phonetic-fallback-openai,,페어포드 타운,페어포드 T
8781,Fakenham Town,England,phonetic-fallback-openai,,페이컨햄 타운,페이컨햄 T
19552,Falmouth Town,England,phonetic-fallback-openai,,팔머스 타운,팔머스 T
8782,Fareham Town,England,phonetic-fallback-openai,,페어럼 타운,페어럼 T
7715,Farnborough,England,phonetic-fallback-openai,,파른버러,파른버러
8783,Farnham Town,England,phonetic-fallback-openai,,파넘 타운,파넘 T
26213,Faversham SF,England,phonetic-fallback-openai,,패버샴 SF,패버샴 SF
7641,Faversham Town,England,phonetic-fallback-openai,,패버샴 타운,패버샴 T
1841,FC Halifax Town,England,wikidata-ko-label,FC Halifax Town,FC 핼리팩스 타운,FC 핼리팩스 타운
7642,Felixstowe & Walton Utd,England,phonetic-fallback-openai,,펠릭스토우 & 월튼 유나이티드,펠릭스토우 & 월튼 Utd
8784,Fisher,England,phonetic-fallback-openai,,피셔,피셔
8785,Flackwell Heath,England,phonetic-fallback-openai,,플랙웰 히스,플랙웰 H
8786,Fleet Town,England,phonetic-fallback-openai,,플릿 타운,플릿 T
7716,Folkestone Invicta,England,phonetic-fallback-openai,,폴크스톤 인빅타,폴크스톤 I
1378,Forest Green,England,phonetic-fallback-openai,,포레스트 그린,포레스트 G
26215,Forest Row,England,phonetic-fallback-openai,,포레스트 로우,포레스트 R
21704,Frenford,England,phonetic-fallback-openai,,프렌포드,프렌포드
7643,Frickley Athletic,England,phonetic-fallback-openai,,프리클리 애슬레틱,프리클리 A
7226,Frome Town,England,phonetic-fallback-openai,,프롬 타운,프롬 T
4691,Gainsborough Trinity,England,phonetic-fallback-openai,,게인즈버러 트리니티,게인즈버러 T
8789,Garforth Town,England,phonetic-fallback-openai,,가포스 타운,가포스 T
1823,Gateshead,England,wikidata-ko-label,Gateshead F.C.,게이츠헤드 FC,게이츠헤드 FC
8790,Glebe,England,phonetic-fallback-openai,,글립,글립
7227,Glossop North End,England,phonetic-fallback-openai,,글로솝 노스 엔드,글로솝 NE
8653,Gloucester City,England,phonetic-fallback-openai,,글로스터 시티,글로스터 C
8791,Godmanchester Rovers,England,phonetic-fallback-openai,,갓만체스터 로버스,갓만체스터 R
17044,Golcar United,England,phonetic-fallback-openai,,골카 유나이티드,골카 Utd
8793,Gorleston,England,phonetic-fallback-openai,,고를레스턴,고를레스턴
7717,Gosport Borough,England,wikidata-ko-label,Gosport Borough F.C.,고스포트 버러 FC,고스포트 버러 FC
7718,Grantham Town,England,phonetic-fallback-openai,,그란덤 타운,그란덤 T
7228,Grays Athletic,England,phonetic-fallback-openai,,그레이스 애슬레틱,그레이스 A
7229,Great Wakering Rovers,England,phonetic-fallback-openai,,그레이트 웨이커링 로버스,그레이트 웨이커링 R
8794,Great Yarmouth Town,England,phonetic-fallback-openai,,그레이트 야머스 타운,그레이트 야머스 T
8796,Gresley,England,phonetic-fallback-openai,,그레슬리,그레슬리
8797,Grimsby Borough,England,phonetic-fallback-openai,,그림즈비 보러,그림즈비 B
7230,Guernsey,England,wikidata-ko-label,Guernsey F.C.,건지 FC,건지 FC
8798,Guildford City,England,phonetic-fallback-openai,,길포드 시티,길포드 C
8799,Guisborough Town,England,phonetic-fallback-openai,,기즈버러 타운,기즈버러 T
1824,Guiseley AFC,England,phonetic-fallback-openai,,가이즐리 AFC,가이즐리
8800,Hackney Wick,England,phonetic-fallback-openai,,해크니 윅,해크니
8801,Hadleigh United,England,phonetic-fallback-openai,,해들리 유나이티드,해들리
8802,Hadley,England,phonetic-fallback-openai,,해들리,해들리
7644,Halesowen Town,England,phonetic-fallback-openai,,할소윈 타운,할소윈
8804,Hallam,England,phonetic-fallback-openai,,할람,할람
8805,Hallen,England,phonetic-fallback-openai,,할렌,할렌
8806,Halstead Town,England,phonetic-fallback-openai,,할스테드 타운,할스테드
8807,Hamble Club,England,phonetic-fallback-openai,,햄블 클럽,햄블
4680,Hampton & Richmond,England,phonetic-fallback-openai,,햄튼 & 리치먼드,햄튼
24339,Hamworthy Recreation,England,phonetic-fallback-openai,,햄워시 리크리에이션,햄워시
8809,Handsworth Parramore,England,phonetic-fallback-openai,,핸즈워스 파라모어,핸즈워스
8810,Hanley Town,England,phonetic-fallback-openai,,한리 타운,한리
7645,Hanwell Town,England,phonetic-fallback-openai,,한웰 타운,한웰
8811,Hanworth Villa,England,phonetic-fallback-openai,,한워스 빌라,한워스
8812,Harborough Town,England,phonetic-fallback-openai,,하버러프 타운,하버러프
8813,Harefield United,England,phonetic-fallback-openai,,헤어필드 유나이티드,헤어필드
4681,Haringey Borough,England,phonetic-fallback-openai,,하링게이 보러,하링게이
21705,Harleston Town,England,phonetic-fallback-openai,,할러스턴 타운,할러스턴
7646,Harlow Town,England,phonetic-fallback-openai,,할로우 타운,할로우
8814,Harpenden Town,England,phonetic-fallback-openai,,하펜덴 타운,하펜덴
4705,Harrow Borough,England,phonetic-fallback-openai,,하로 보러,하로
11983,Harrowby United,England,phonetic-fallback-openai,,하로비 유나이티드,하로비
1366,Hartlepool,England,phonetic-fallback-openai,,하틀풀,하틀풀
7719,Hartley Wintney,England,phonetic-fallback-openai,,하트리 윈트니,하트리
21706,Hartpury University,England,phonetic-fallback-openai,,하트퓨리 대학,하트퓨리
8816,Harwich & Parkeston,England,phonetic-fallback-openai,,하우리치 & 파크스턴,하우리치
14411,Hashtag United,England,phonetic-fallback-openai,,해시태그 유나이티드,해시태그
8817,Hassocks,England,phonetic-fallback-openai,,하소크스,하소크스
7231,Hastings United,England,phonetic-fallback-openai,,헤이스팅스 유나이티드,헤이스팅스
1843,Havant & Wville,England,phonetic-fallback-openai,,하반트 & 웨스트빌,하반트
8819,Haverhill Rovers,England,phonetic-fallback-openai,,하버힐 로버스,하버힐
7720,Hayes & Yeading United,England,phonetic-fallback-openai,,헤이즈 & 예딩 유나이티드,헤이즈
7647,Haywards Heath Town,England,phonetic-fallback-openai,,헤이워즈 히스 타운,헤이워즈
21707,Heacham,England,phonetic-fallback-openai,,히첨,히첨
8820,Heanor Town,England,phonetic-fallback-openai,,히너 타운,히너
11986,Heaton Stannington,England,phonetic-fallback-openai,,히튼 스탠닝턴,히튼
8822,Hebburn Town,England,phonetic-fallback-openai,,헤번 타운,헤번
7721,Hednesford Town,England,phonetic-fallback-openai,,헤드니스포드 타운,헤드니스포드
14412,Helston Athletic,England,phonetic-fallback-openai,,헬스턴 애슬레틱,헬스턴
8660,Hemel Hempstead Town,England,phonetic-fallback-openai,,헤멜 헴프스티드 타운,헤멜
7722,Hendon,England,phonetic-fallback-openai,,헨돈,헨돈
4692,Hereford,England,phonetic-fallback-openai,,헤레포드,헤레포드
19553,Hereford Pegasus,England,phonetic-fallback-openai,,헤레포드 페가서스,헤레포드
7232,Herne Bay,England,phonetic-fallback-openai,,허른 베이,허른 베이
7648,Hertford Town,England,phonetic-fallback-openai,,허트퍼드 타운,허트퍼드
4693,Heybridge Swifts,England,phonetic-fallback-openai,,헤이브리지 스위프츠,헤이브리지
14429,Highgate United,England,phonetic-fallback-openai,,하이게이트 유나이티드,하이게이트
7233,Highworth Town,England,phonetic-fallback-openai,,하이워스 타운,하이워스
19554,Hilltop,England,phonetic-fallback-openai,,힐탑,힐탑
11989,Hinckley AFC,England,phonetic-fallback-openai,,힌클리 AFC,힌클리
7234,Histon,England,phonetic-fallback-openai,,히스턴,히스턴
4682,Hitchin Town,England,phonetic-fallback-openai,,히친 타운,히친
8828,Hollands & Blair,England,phonetic-fallback-openai,,홀랜즈 & 블레어,홀랜즈 & 블레어
11991,Holmesdale,England,phonetic-fallback-openai,,홀름스데일,홀름스데일
11993,Holyport,England,phonetic-fallback-openai,,홀리포트,홀리포트
26216,Horbury Town,England,phonetic-fallback-openai,,호어버리 타운,호어버리
26217,Horden CW,England,phonetic-fallback-openai,,호든 CW,호든 CW
8830,Horley Town,England,phonetic-fallback-openai,,호어리 타운,호어리
8831,Horndean,England,phonetic-fallback-openai,,혼딘,혼딘
7723,Horsham,England,phonetic-fallback-openai,,호셈,호셈
8832,Horsham YMCA,England,phonetic-fallback-openai,,호셈 YMCA,호셈 YMCA
12101,Hucknall Town,England,phonetic-fallback-openai,,허큰얼 타운,허큰얼
